	seqid	start	end	strand	length	motherlength	neighbor_gene	flag	distance	correlation	transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head32710	SM_V7_ZW	82611014	82611114	-	100	3186	Smp_160320	olap	0.0		0.0	1.0	82601011.0	82646985.0	-	45974	0.2005118915934979	True
head32712	SM_V7_1	82615549	82615649	-	100	267	Smp_155340	olap	0.0		0.3068098564629972	0.0	82583590.0	82629957.0	+	46367	0.9732545526677205	False
head32714	SM_V7_1	82616641	82616741	-	100	321	Smp_155340	olap	0.0		3.4676509593145224	0.0	82583590.0	82629957.0	+	46367	0.9732545526677205	False
head32715	SM_V7_1	82617736	82617836	-	100	407	Smp_155340	olap	0.0		0.0	0.0	82583590.0	82629957.0	+	46367	0.9732545526677205	False
head32720	SM_V7_ZW	82628200	82628300	+	100	1142	Smp_160320	olap	0.0		0.0	0.0	82601011.0	82646985.0	-	45974	0.2005118915934979	False
head32721	SM_V7_ZW	82630527	82630627	+	100	147	Smp_160320	olap	0.0		0.0	0.0	82601011.0	82646985.0	-	45974	0.2005118915934979	False
head32722	SM_V7_1	82633732	82633832	-	100	94	Smp_155340	esq	3775.0		2.098501091552554	0.0	82583590.0	82629957.0	+	46367	0.9732545526677205	False
head32726	SM_V7_1	82638336	82638436	+	100	793	Smp_155340	esq	8379.0		1.92711212291635	0.0	82583590.0	82629957.0	+	46367	0.9732545526677205	True
head32727	SM_V7_ZW	82637870	82637970	-	100	91	Smp_160320	olap	0.0		0.0	0.0	82601011.0	82646985.0	-	45974	0.2005118915934979	True
head32739	SM_V7_ZW	82691547	82691647	-	100	766	Smp_070340	esq	645.0		0.0	0.0	82668600.0	82690902.0	-	22302	21.11638453780479	True
head32740	SM_V7_ZW	82706503	82706603	-	100	524	Smp_160340	olap	0.0		0.3068098564629972	0.0	82704553.0	82712849.0	-	8296	0.282669039380935	True
head32741	SM_V7_ZW	82708066	82708166	+	100	575	Smp_160340	olap	0.0		0.2043158912466557	0.0	82704553.0	82712849.0	-	8296	0.282669039380935	False
head32743	SM_V7_ZW	82714112	82714212	+	100	147	Smp_160340	esq	1263.0		0.0	0.0	82704553.0	82712849.0	-	8296	0.282669039380935	False
head32750	SM_V7_1	82739046	82739146	+	100	1125	Smp_155320	olap	0.0		0.2043158912466557	0.0	82733127.0	82761672.0	-	28545	2.1330002735837996	False
head32754	SM_V7_1	82760362	82760462	+	100	589	Smp_155320	olap	0.0		4.650625941389182	0.0	82733127.0	82761672.0	-	28545	2.1330002735837996	False
head32757	SM_V7_1	82769329	82769429	+	100	704	Smp_155320	esq	7657.0		0.5366544084066698	0.0	82733127.0	82761672.0	-	28545	2.1330002735837996	False
head32758	SM_V7_ZW	82771209	82771309	-	100	839	Smp_324270	esq	15789.0		0.0	0.0	82754366.0	82755420.0	+	1054	13.11904072473417	False
head32760	SM_V7_1	82775636	82775736	+	100	216	Smp_155310	dir	8657.0		0.0	0.0	82784393.0	82810612.0	-	26219	1.014710934012884	False
head32761	SM_V7_ZW	82777287	82777387	+	100	909	Smp_070380	dir	12829.0		1.456130383913771	0.0	82790216.0	82793407.0	+	3191	154.47162938602574	True
head32769	SM_V7_1	82794878	82794978	-	100	924	Smp_155310	olap	0.0	-0.19836286697500002	4.0120717064728355	0.0	82784393.0	82810612.0	-	26219	1.014710934012884	True
head32776	SM_V7_1	82809577	82809677	+	100	591	Smp_155310	olap	0.0		0.5793352394621382	0.0	82784393.0	82810612.0	-	26219	1.014710934012884	False
head32777	SM_V7_1	82810252	82810352	+	100	322	Smp_155310	olap	0.0		0.0	0.0	82784393.0	82810612.0	-	26219	1.014710934012884	False
head32786	SM_V7_ZW	82838929	82839029	+	100	801	Smp_198560	dir	687.0		0.9204295693889916	1.0	82839716.0	82840540.0	+	824	0.9325459984311941	True
head32789	SM_V7_ZW	82857713	82857813	-	100	583	Smp_075500	esq	5471.0	0.708477995387	19.77591465024983	0.0	82850907.0	82852242.0	-	1335	110.46660944460683	True
head32799	SM_V7_ZW	82896845	82896945	+	100	559	Smp_324280	dir	6175.0		1.2847414152775667	0.0	82903120.0	82918722.0	-	15602	0.689291220979937	False
head3280	SM_V7_2	2256852	2256952	+	100	2093	Smp_171540	dir	5316.0		0.0	0.0	2262268.0	2279882.0	+	17614	109.28817835244666	True
head32800	SM_V7_ZW	82899345	82899445	+	100	704	Smp_324280	dir	3675.0		0.0	0.0	82903120.0	82918722.0	-	15602	0.689291220979937	False
head32803	SM_V7_ZW	82905554	82905654	-	100	96	Smp_324280	olap	0.0		0.3068098564629972	0.0	82903120.0	82918722.0	-	15602	0.689291220979937	True
head32804	SM_V7_1	82917766	82917866	+	100	3189	Smp_211150	olap	0.0	0.291620204166	25.942863111257232	0.0	82859966.0	82920066.0	+	60100	5.4802000210282475	True
head32809	SM_V7_ZW	82951323	82951423	+	100	95	Smp_162900	olap	0.0		1.5566860042832222	0.0	82919870.0	83005302.0	-	85432	1.5788946911856818	False
head32811	SM_V7_1	82956002	82956102	-	100	126	Smp_211160	olap	0.0	0.39839302682300004	11.52863701971445	0.0	82928136.0	82961337.0	+	33201	5.637875608859758	False
head32813	SM_V7_1	82959539	82959639	-	100	442	Smp_211160	olap	0.0	0.528617313209	21.148390081934807	0.0	82928136.0	82961337.0	+	33201	5.637875608859758	False
head32816	SM_V7_ZW	82964481	82964581	+	100	421	Smp_162900	olap	0.0	0.264779956672	6.1951931325565655	1.0	82919870.0	83005302.0	-	85432	1.5788946911856818	False
head32818	SM_V7_ZW	82966511	82966611	+	100	247	Smp_162900	olap	0.0		0.0	1.0	82919870.0	83005302.0	-	85432	1.5788946911856818	False
head32819	SM_V7_ZW	82967776	82967876	-	100	95	Smp_162900	olap	0.0		0.0	1.0	82919870.0	83005302.0	-	85432	1.5788946911856818	True
head3282	SM_V7_7	2255856	2255956	-	100	713	Smp_130260	olap	0.0		0.0	0.0	2219768.0	2315953.0	+	96185	1.9076173849757334	False
head32821	SM_V7_ZW	82981842	82981942	+	100	557	Smp_162900	olap	0.0		0.0	1.0	82919870.0	83005302.0	-	85432	1.5788946911856818	False
head32823	SM_V7_1	82996912	82997012	-	100	583	Smp_155290	dir	9367.0		0.0	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	True
head32826	SM_V7_1	83008026	83008126	+	100	221	Smp_155290	olap	0.0		0.8506990344743083	2.0	83006379.0	83061522.0	-	55143	1.30750531945702	False
head32829	SM_V7_1	83028618	83028718	+	100	210	Smp_155290	olap	0.0		1.0215794562332785	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	False
head3283	SM_V7_ZW	2259919	2260019	+	100	666	Smp_148110	esq	91020.0		0.3068098564629972	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32832	SM_V7_1	83034819	83034919	-	100	670	Smp_155290	olap	0.0		0.2043158912466557	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	True
head32834	SM_V7_ZW	83041815	83041915	+	100	198	Smp_162910	olap	0.0		0.9204295693889916	0.0	83019180.0	83080615.0	-	61435	7.094488351833732	False
head32836	SM_V7_1	83041533	83041633	-	100	559	Smp_155290	olap	0.0		0.0	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	True
head32837	SM_V7_1	83046645	83046745	+	100	604	Smp_155290	olap	0.0		0.2043158912466557	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	False
head32838	SM_V7_1	83047350	83047450	+	100	135	Smp_155290	olap	0.0		0.0	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	False
head32841	SM_V7_1	83054399	83054499	+	100	214	Smp_155290	olap	0.0		0.0	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	False
head32848	SM_V7_1	83067323	83067423	-	100	313	Smp_155290	esq	5801.0		0.3068098564629972	0.0	83006379.0	83061522.0	-	55143	1.30750531945702	True
head32850	SM_V7_ZW	83071714	83071814	+	100	61	Smp_162910	olap	0.0		0.5438891780113111	0.0	83019180.0	83080615.0	-	61435	7.094488351833732	False
head32851	SM_V7_ZW	83072527	83072627	+	100	463	Smp_162910	olap	0.0		0.0	0.0	83019180.0	83080615.0	-	61435	7.094488351833732	False
head32857	SM_V7_1	83098246	83098346	-	100	207	Smp_241950	olap	0.0		0.3068098564629972	0.0	83076133.0	83144155.0	+	68022	8.081514743660806	False
head32858	SM_V7_ZW	83098675	83098775	-	100	350	Smp_162920	olap	0.0	-0.20920214188	3.7650749841707114	0.0	83089259.0	83107792.0	+	18533	7.338126722584764	False
head32859	SM_V7_ZW	83099805	83099905	-	100	60	Smp_162920	olap	0.0		2.4531347733319224	0.0	83089259.0	83107792.0	+	18533	7.338126722584764	False
head32866	SM_V7_1	83116727	83116827	-	100	126	Smp_241950	olap	0.0	0.7538323617020001	60.025612729545195	0.0	83076133.0	83144155.0	+	68022	8.081514743660806	False
head32867	SM_V7_ZW	83124402	83124502	+	100	582	Smp_243870	olap	0.0	-0.0985729839617	13.377129231705476	0.0	83118119.0	83137717.0	+	19598	17.107082101015585	True
head32871	SM_V7_ZW	83175372	83175472	+	100	222	Smp_333370	olap	0.0		0.2043158912466557	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	True
head32872	SM_V7_ZW	83180741	83180841	+	100	382	Smp_333370	olap	0.0		0.0	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	True
head32876	SM_V7_ZW	83223742	83223842	+	100	216	Smp_333370	olap	0.0		7.696107887022883	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	True
head32878	SM_V7_ZW	83228015	83228115	-	100	321	Smp_333370	olap	0.0		1.2847414152775667	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	False
head32879	SM_V7_ZW	83233426	83233526	+	100	2918	Smp_333370	olap	0.0		1.8010411865630598	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	True
head3288	SM_V7_ZW	2264448	2264548	+	100	75	Smp_148110	esq	95549.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32881	SM_V7_ZW	83240167	83240267	+	100	551	Smp_333370	olap	0.0		2.271964150930738	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	True
head32882	SM_V7_ZW	83248647	83248747	-	100	210	Smp_333370	olap	0.0		0.0	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	False
head32884	SM_V7_1	83257567	83257667	+	100	206	Smp_345600	olap	0.0		0.3068098564629972	0.0	83221183.0	83285831.0	+	64648	1.3408901383978853	True
head32885	SM_V7_1	83261107	83261207	-	100	3187	Smp_345600	olap	0.0	0.10802888685999999	13.301258536070888	0.0	83221183.0	83285831.0	+	64648	1.3408901383978853	False
head32886	SM_V7_1	83271217	83271317	-	100	434	Smp_345600	olap	0.0		0.680576371498967	0.0	83221183.0	83285831.0	+	64648	1.3408901383978853	False
head32888	SM_V7_1	83273678	83273778	-	100	3186	Smp_345600	olap	0.0		1.92711212291635	0.0	83221183.0	83285831.0	+	64648	1.3408901383978853	False
head32889	SM_V7_ZW	83277617	83277717	-	100	133	Smp_333370	olap	0.0	0.9534624567129999	44.048353197304436	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	False
head32890	SM_V7_1	83281202	83281302	+	100	3186	Smp_345600	olap	0.0	0.0469453224775	4.5261205489006375	0.0	83221183.0	83285831.0	+	64648	1.3408901383978853	True
head32891	SM_V7_ZW	83281422	83281522	+	100	138	Smp_333370	olap	0.0		2.2392140653422574	0.0	83146969.0	83282627.0	+	135658	1.62420418764399	True
head32892	SM_V7_1	83289674	83289774	-	100	325	Smp_345600	esq	3843.0		0.0	0.0	83221183.0	83285831.0	+	64648	1.3408901383978853	False
head32894	SM_V7_ZW	83294381	83294481	+	100	232	Smp_162940	olap	0.0		0.5111257477096529	0.0	83289146.0	83309615.0	-	20469	2.8941005319554973	False
head329	SM_V7_3H014	9970	10070	+	100	251					0.0	1.0						False
head32901	SM_V7_1	83320578	83320678	+	100	486	Smp_165200	olap	0.0	0.0780465824913	2.3103333070997145	0.0	83312340.0	83356723.0	-	44383	7.3069593029405695	False
head32904	SM_V7_1	83327506	83327606	-	100	314	Smp_165200	olap	0.0	-0.696835701987	5.789533865922091	0.0	83312340.0	83356723.0	-	44383	7.3069593029405695	True
head32906	SM_V7_ZW	83334377	83334477	+	100	64	Smp_204290	dir	17526.0		4.362486545979048	0.0	83352003.0	83352236.0	+	233	5.009690673607249	True
head32909	SM_V7_ZW	83342029	83342129	-	100	308	Smp_204290	dir	9874.0		3.220024218172429	0.0	83352003.0	83352236.0	+	233	5.009690673607249	False
head3291	SM_V7_6	2264190	2264290	-	100	534	Smp_162230	dir	7047.0		1.562800277027775	0.0	2271337.0	2325096.0	-	53759	7.518022963408271	True
head32913	SM_V7_ZW	83346442	83346542	-	100	487	Smp_204290	dir	5461.0		0.3068098564629972	0.0	83352003.0	83352236.0	+	233	5.009690673607249	False
head3292	SM_V7_ZW	2265986	2266086	-	100	565	Smp_148110	esq	97087.0		0.3068098564629972	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True
head32925	SM_V7_ZW	83388171	83388271	+	100	1105	Smp_162960	olap	0.0	0.42726364454000004	15.619593631919818	0.0	83377259.0	83395679.0	+	18420	15.38652661911811	True
head3293	SM_V7_7	2266961	2267061	-	100	244	Smp_130260	olap	0.0		0.6129476737399671	0.0	2219768.0	2315953.0	+	96185	1.9076173849757334	False
head32931	SM_V7_1	83401869	83401969	-	100	421	Smp_079860	esq	7739.0		0.3068098564629972	0.0	83371533.0	83394130.0	+	22597	18.59278914942633	False
head32933	SM_V7_1	83416455	83416555	+	100	551	Smp_165190	dir	19898.0		1.456130383913771	0.0	83436453.0	83444747.0	-	8294	26.24465820562045	False
head32935	SM_V7_1	83424322	83424422	+	100	737	Smp_165190	dir	12031.0		0.0	0.0	83436453.0	83444747.0	-	8294	26.24465820562045	False
head32938	SM_V7_ZW	83432158	83432258	-	100	496	Smp_162970	olap	0.0	0.40437062459299994	4.536317180132441	0.0	83401739.0	83457814.0	+	56075	14.155034375470564	False
head32939	SM_V7_1	83433442	83433542	+	100	628	Smp_165190	dir	2911.0		2.6485045423084177	0.0	83436453.0	83444747.0	-	8294	26.24465820562045	False
head3294	SM_V7_ZW	2268142	2268242	+	100	242	Smp_148110	esq	99243.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head3295	SM_V7_ZW	2269019	2269119	+	100	113	Smp_148110	esq	100120.0		3.876324762153892	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32951	SM_V7_ZW	83490725	83490825	+	100	437	Smp_204280	esq	2210.0		0.7830703367153085	0.0	83488202.0	83488515.0	+	313	3.017033557507122	True
head32953	SM_V7_ZW	83491032	83491132	-	100	301	Smp_204280	esq	2517.0		0.0	0.0	83488202.0	83488515.0	+	313	3.017033557507122	False
head32960	SM_V7_1	83503874	83503974	-	100	758	Smp_303120	olap	0.0		2.4088148367271867	0.0	83475443.0	83519713.0	+	44270	1.995490045241638	False
head32961	SM_V7_ZW	83506933	83507033	+	100	371	Smp_162980	esq	2500.0	0.416543941791	9.292292143394919	0.0	83502059.0	83504433.0	-	2374	14.77734320640761	False
head32962	SM_V7_1	83509852	83509952	+	100	894	Smp_303120	olap	0.0	0.127609073308	5.340461019169111	0.0	83475443.0	83519713.0	+	44270	1.995490045241638	True
head32964	SM_V7_1	83513187	83513287	-	100	682	Smp_303120	olap	0.0		1.975934043910899	0.0	83475443.0	83519713.0	+	44270	1.995490045241638	False
head32974	SM_V7_ZW	83535356	83535456	+	100	3186	Smp_244130	olap	0.0	0.49635672430600003	3.1588535331581515	1.0	83527254.0	83562093.0	-	34839	4.052924955857721	False
head32979	SM_V7_ZW	83552173	83552273	+	100	307	Smp_244130	olap	0.0		0.27194458900565555	0.0	83527254.0	83562093.0	-	34839	4.052924955857721	False
head32983	SM_V7_ZW	83572901	83573001	-	100	3186	Smp_316630	olap	0.0	-0.05271886696480001	68.06206899005959	0.0	83561967.0	83581893.0	+	19926	21.35465296445515	False
head32984	SM_V7_ZW	83604453	83604553	-	100	403	Smp_163000	esq	287.0		0.0	1.0	83587137.0	83604166.0	+	17029	11.271396518962495	False
head32991	SM_V7_1	83667643	83667743	+	100	1449	Smp_245600	olap	0.0		1.0215794562332785		83597552.0	83696929.0	+	99377	3.101833940447774	True
head32993	SM_V7_1	83670015	83670115	+	100	414	Smp_245600	olap	0.0		3.449047370987052	0.0	83597552.0	83696929.0	+	99377	3.101833940447774	True
head32997	SM_V7_1	83685815	83685915	-	100	325	Smp_245600	olap	0.0		1.224465549510278	0.0	83597552.0	83696929.0	+	99377	3.101833940447774	False
head32998	SM_V7_1	83703426	83703526	-	100	837	Smp_245600	esq	6497.0		0.0	0.0	83597552.0	83696929.0	+	99377	3.101833940447774	False
head32999	SM_V7_1	83712153	83712253	+	100	235	Smp_245600	esq	15224.0		4.176841115785255	0.0	83597552.0	83696929.0	+	99377	3.101833940447774	True
head3300	SM_V7_2	2273394	2273494	-	100	329	Smp_171540	olap	0.0	-0.22736435031899999	40.90412926316426	0.0	2262268.0	2279882.0	+	17614	109.28817835244666	False
head33003	SM_V7_ZW	83728723	83728823	-	100	403	Smp_324310	esq	212.0		0.0	1.0	83722777.0	83728511.0	+	5734	0.14617081170129978	False
head33006	SM_V7_ZW	83733868	83733968	-	100	647	Smp_324310	esq	5357.0		0.0	0.0	83722777.0	83728511.0	+	5734	0.14617081170129978	False
head33008	SM_V7_ZW	83739281	83739381	+	100	223	Smp_324310	esq	10770.0		0.0	1.0	83722777.0	83728511.0	+	5734	0.14617081170129978	True
head33018	SM_V7_1	83751917	83752017	-	100	459	Smp_105220	dir	23425.0		2.069750096839765	0.0	83775442.0	83791578.0	+	16136	37.4911817829541	False
head33021	SM_V7_ZW	83756190	83756290	+	100	188	Smp_324320	olap	0.0		0.0	0.0	83755638.0	83759843.0	-	4205	0.01943551878684002	False
head33022	SM_V7_1	83759346	83759446	+	100	496	Smp_105220	dir	15996.0		0.0	0.0	83775442.0	83791578.0	+	16136	37.4911817829541	True
head33025	SM_V7_1	83761688	83761788	-	100	1931	Smp_105220	dir	13654.0		1.2272394258519888	0.0	83775442.0	83791578.0	+	16136	37.4911817829541	False
head33027	SM_V7_ZW	83765007	83765107	+	100	182	Smp_324320	esq	5164.0		0.0	0.0	83755638.0	83759843.0	-	4205	0.01943551878684002	False
head3303	SM_V7_5	2276169	2276269	+	100	830	Smp_329960	dir	79212.0		0.0	0.0	2355481.0	2358375.0	+	2894	0.0742110917498611	True
head33030	SM_V7_1	83766637	83766737	-	100	1244	Smp_105220	dir	8705.0		0.0	0.0	83775442.0	83791578.0	+	16136	37.4911817829541	False
head33035	SM_V7_ZW	83787632	83787732	+	100	3186	Smp_336780	esq	6222.0		1.1586704789242763	0.0	83776428.0	83781410.0	+	4982	122.15724227025163	True
head33036	SM_V7_1	83785838	83785938	-	100	64	Smp_105220	olap	0.0	0.119421718452	20.142100027185773	0.0	83775442.0	83791578.0	+	16136	37.4911817829541	False
head33040	SM_V7_1	83797916	83798016	-	100	498	Smp_105220	esq	6338.0		0.0	0.0	83775442.0	83791578.0	+	16136	37.4911817829541	False
head33055	SM_V7_1	83824009	83824109	-	100	506	Smp_346680	dir	20743.0		0.3068098564629972	0.0	83844852.0	83883654.0	+	38802	0.16044066285723776	False
head33058	SM_V7_1	83826752	83826852	-	100	3183	Smp_346680	dir	18000.0		0.0	0.0	83844852.0	83883654.0	+	38802	0.16044066285723776	False
head33059	SM_V7_1	83832259	83832359	-	100	398	Smp_346680	dir	12493.0		0.0	0.0	83844852.0	83883654.0	+	38802	0.16044066285723776	False
head33060	SM_V7_1	83833277	83833377	+	100	170	Smp_346680	dir	11475.0		0.0	0.0	83844852.0	83883654.0	+	38802	0.16044066285723776	True
head33069	SM_V7_1	83850245	83850345	-	100	533	Smp_346680	olap	0.0		2.912260767827542	0.0	83844852.0	83883654.0	+	38802	0.16044066285723776	False
head33070	SM_V7_1	83851218	83851318	-	100	384	Smp_346680	olap	0.0		0.0	0.0	83844852.0	83883654.0	+	38802	0.16044066285723776	False
head33077	SM_V7_1	83870357	83870457	+	100	2074	Smp_346680	olap	0.0		0.0	0.0	83844852.0	83883654.0	+	38802	0.16044066285723776	True
head33101	SM_V7_1	83956602	83956702	-	100	159	Smp_212390	olap	0.0	0.786937043317	38.12035726285825	0.0	83914462.0	83974909.0	+	60447	39.22847497803078	False
head33105	SM_V7_1	83960781	83960881	-	100	134	Smp_212390	olap	0.0	0.633410326508	3.6348282465941906	0.0	83914462.0	83974909.0	+	60447	39.22847497803078	False
head33108	SM_V7_1	83967252	83967352	-	100	581	Smp_212390	olap	0.0	0.707808059242	90.12728257652083	0.0	83914462.0	83974909.0	+	60447	39.22847497803078	False
head33109	SM_V7_1	83968971	83969071	+	100	578	Smp_212390	olap	0.0	0.836103029914	33.819017004963165	0.0	83914462.0	83974909.0	+	60447	39.22847497803078	True
head33110	SM_V7_ZW	83984347	83984447	-	100	1288	Smp_324350	dir	3213.0		0.0	1.0	83987660.0	83989194.0	-	1534	0.0	True
head33116	SM_V7_1	84000078	84000178	-	100	196	Smp_212380	olap	0.0		0.0	0.0	83979346.0	84031527.0	+	52181	1.543961318948912	False
head33119	SM_V7_1	84016188	84016288	-	100	255	Smp_212380	olap	0.0		0.6129476737399671	0.0	83979346.0	84031527.0	+	52181	1.543961318948912	False
head33120	SM_V7_1	84017881	84017981	-	100	216	Smp_212380	olap	0.0		1.1586704789242763	0.0	83979346.0	84031527.0	+	52181	1.543961318948912	False
head33135	SM_V7_1	84071745	84071845	-	100	160	Smp_097180	esq	1841.0		0.6129476737399671	0.0	84043666.0	84069904.0	+	26238	19.425184222025056	False
head33137	SM_V7_ZW	84077870	84077970	+	100	78	Smp_204040	dir	1923.0		0.0	1.0	84079893.0	84080093.0	-	200	0.0	False
head33142	SM_V7_ZW	84092885	84092985	-	100	3183	Smp_204040	esq	12792.0		4.67520100820431	0.0	84079893.0	84080093.0	-	200	0.0	True
head33143	SM_V7_1	84099342	84099442	-	100	935	Smp_346370	olap	0.0		0.0	0.0	84089336.0	84105441.0	-	16105	0.7837570621999984	True
head33148	SM_V7_ZW	84125626	84125726	-	100	555	Smp_243800	olap	0.0		2.1703057172092164	0.0	84108808.0	84149053.0	+	40245	2.7350752135071623	False
head33153	SM_V7_ZW	84136665	84136765	-	100	202	Smp_243800	olap	0.0		0.0	0.0	84108808.0	84149053.0	+	40245	2.7350752135071623	False
head33154	SM_V7_1	84141641	84141741	+	100	383	Smp_337430	olap	0.0		0.0	1.0	84134705.0	84152704.0	-	17999	1.7800663391156046	False
head33155	SM_V7_ZW	84143822	84143922	-	100	365	Smp_243800	olap	0.0	0.182045780591	3.286027282863511	0.0	84108808.0	84149053.0	+	40245	2.7350752135071623	False
head33158	SM_V7_1	84144510	84144610	-	100	3186	Smp_337430	olap	0.0		1.7301490636614054	0.0	84134705.0	84152704.0	-	17999	1.7800663391156046	True
head33161	SM_V7_1	84162855	84162955	+	100	383	Smp_346360	olap	0.0		0.0	1.0	84154523.0	84177432.0	-	22909	3.8867717243126365	False
head33162	SM_V7_ZW	84165713	84165813	-	100	470	Smp_026420	olap	0.0	-0.282791935127	13.940338269575477	0.0	84159948.0	84168648.0	+	8700	25.89602447003086	False
head33169	SM_V7_ZW	84194388	84194488	+	100	134	Smp_333390	olap	0.0		0.47626048025231127	0.0	84171192.0	84283454.0	-	112262	0.9985606719140896	False
head33171	SM_V7_ZW	84213408	84213508	-	100	861	Smp_333390	olap	0.0		0.3068098564629972	0.0	84171192.0	84283454.0	-	112262	0.9985606719140896	True
head33175	SM_V7_ZW	84224965	84225065	-	100	616	Smp_333390	olap	0.0		1.7280749729194265	0.0	84171192.0	84283454.0	-	112262	0.9985606719140896	True
